state_name,district_name,block_code,block_name
Andaman And Nicobar Islands,Nicobars,6499,Car Nicobar
Andaman And Nicobar Islands,Nicobars,6500,Nancowrie
Andaman And Nicobar Islands,Nicobars,6498,Campbell Bay
Andaman And Nicobar Islands,North And Middle Andaman,6492,Diglipur
Andaman And Nicobar Islands,North And Middle Andaman,6495,Mayabunder
Andaman And Nicobar Islands,North And Middle Andaman,6497,Rangat
Andaman And Nicobar Islands,South Andamans,6493,Ferrargunj
Andaman And Nicobar Islands,South Andamans,6494,Little Andaman
Andaman And Nicobar Islands,South Andamans,6496,Prothrapur
Andhra Pradesh,Alluri Sitharama Raju,5584,Ananthagiri
Andhra Pradesh,Alluri Sitharama Raju,5585,Araku Valley
Andhra Pradesh,Alluri Sitharama Raju,5589,Chintapalle
Andhra Pradesh,Alluri Sitharama Raju,5592,Dumbriguda
Andhra Pradesh,Alluri Sitharama Raju,5593,G.Madugula
Andhra Pradesh,Alluri Sitharama Raju,5596,Gudem Kotha Veedhi
Andhra Pradesh,Alluri Sitharama Raju,5597,Hukumpeta
Andhra Pradesh,Alluri Sitharama Raju,5601,Koyyuru
Andhra Pradesh,Alluri Sitharama Raju,5605,Munchingi Puttu
Andhra Pradesh,Alluri Sitharama Raju,5609,Paderu
Andhra Pradesh,Alluri Sitharama Raju,5613,Peda Bayalu
Andhra Pradesh,Anakapalli,5582,Anakapalle
Andhra Pradesh,Anakapalli,5581,Achutapuram
Andhra Pradesh,Anakapalli,5587,Butchayyapeta
Andhra Pradesh,Anakapalli,5588,Cheedikada
Andhra Pradesh,Anakapalli,5590,Chodavaram
Andhra Pradesh,Anakapalli,5591,Devarapalle
Andhra Pradesh,Anakapalli,5595,Golugonda
Andhra Pradesh,Anakapalli,5599,Kasimkota
Andhra Pradesh,Anakapalli,5598,K.Kotapadu
Andhra Pradesh,Anakapalli,5600,Kotauratla
Andhra Pradesh,Anakapalli,5602,Madugula
Andhra Pradesh,Anakapalli,5603,Makavarapalem
Andhra Pradesh,Anakapalli,5604,Munagapaka
Andhra Pradesh,Anakapalli,5606,Nakkapalle
Andhra Pradesh,Anakapalli,5607,Narsipatnam
Andhra Pradesh,Anakapalli,5608,Nathavaram
Andhra Pradesh,Anakapalli,5611,Paravada
Andhra Pradesh,Visakhapatnam,5621,Visakhapatnam(Rural)
Andhra Pradesh,Anakapalli,5612,Payakaraopeta
Andhra Pradesh,Anakapalli,5616,Rambilli
Andhra Pradesh,Anakapalli,5617,Ravikamatham
Andhra Pradesh,Anakapalli,5618,Rolugunta
Andhra Pradesh,Anakapalli,5620,Sabbavaram
Andhra Pradesh,Anakapalli,5619,S.Rayavaram
Andhra Pradesh,Anakapalli,5622,Yelamanchili
Andhra Pradesh,Ananthapuramu,4689,Anantapur
Andhra Pradesh,Ananthapuramu,4690,Atmakur
Andhra Pradesh,Ananthapuramu,4692,Beluguppa
Andhra Pradesh,Ananthapuramu,4693,Bommanahal
Andhra Pradesh,Ananthapuramu,4694,Brahmasamudram
Andhra Pradesh,Ananthapuramu,4696,Bukkarayasamudram
Andhra Pradesh,Ananthapuramu,4699,D.Hirehal
Andhra Pradesh,Ananthapuramu,4702,Garladinne
Andhra Pradesh,Ananthapuramu,4703,Gooty
Andhra Pradesh,Ananthapuramu,4706,Gummagatta
Andhra Pradesh,Ananthapuramu,4707,Guntakal
Andhra Pradesh,Ananthapuramu,4710,Kalyandrug
Andhra Pradesh,Ananthapuramu,4711,Kambadur
Andhra Pradesh,Ananthapuramu,4713,Kanekal
Andhra Pradesh,Ananthapuramu,4715,Kudair
Andhra Pradesh,Ananthapuramu,4716,Kundurpi
Andhra Pradesh,Ananthapuramu,4723,Narpala
Andhra Pradesh,Ananthapuramu,4725,Pamidi
Andhra Pradesh,Ananthapuramu,4727,Peddapappur
Andhra Pradesh,Ananthapuramu,4728,Peddavadugur
Andhra Pradesh,Ananthapuramu,4730,Putlur
Andhra Pradesh,Ananthapuramu,4733,Raptadu
Andhra Pradesh,Ananthapuramu,4734,Rayadurg
Andhra Pradesh,Ananthapuramu,4737,Settur
Andhra Pradesh,Ananthapuramu,4738,Singanamala
Andhra Pradesh,Ananthapuramu,4741,Tadipatri
Andhra Pradesh,Ananthapuramu,4744,Uravakonda
Andhra Pradesh,Ananthapuramu,4745,Vajrakarur
Andhra Pradesh,Ananthapuramu,4746,Vidapanakal
Andhra Pradesh,Ananthapuramu,4747,Yadiki
Andhra Pradesh,Ananthapuramu,4748,Yellanur
Andhra Pradesh,Annamayya,4749,B.Kothakota
Andhra Pradesh,Annamayya,4822,Chinnamandem
Andhra Pradesh,Annamayya,4756,Chowdepalle
Andhra Pradesh,Annamayya,4826,Galiveedu
Andhra Pradesh,Annamayya,4761,Gurramkonda
Andhra Pradesh,Annamayya,4764,Kalakada
Andhra Pradesh,Annamayya,4765,Kalikiri
Andhra Pradesh,Annamayya,4766,Kambhamvaripalle
Andhra Pradesh,Annamayya,4769,Kurabalakota
Andhra Pradesh,Annamayya,4834,Lakkireddipalle
Andhra Pradesh,Annamayya,4770,Madanapalle
Andhra Pradesh,Annamayya,4771,Mulakalacheruvu
Andhra Pradesh,Annamayya,4775,Nimmanapalle
Andhra Pradesh,Annamayya,4780,Peddamandyam
Andhra Pradesh,Annamayya,4782,Peddathippasamudram
Andhra Pradesh,Annamayya,4784,Piler
Andhra Pradesh,Annamayya,4787,Punganur
Andhra Pradesh,Annamayya,4850,Ramapuram
Andhra Pradesh,Annamayya,4792,Ramasamudram
Andhra Pradesh,Annamayya,4851,Rayachoty
Andhra Pradesh,Annamayya,4852,Sambepalle
Andhra Pradesh,Annamayya,4797,Sodam
Andhra Pradesh,Annamayya,4798,Somala
Andhra Pradesh,Annamayya,4801,Thamballapalle
Andhra Pradesh,Annamayya,4807,Valmikipuram
Andhra Pradesh,Bapatla,4924,Amruthalur
Andhra Pradesh,Bapatla,4926,Bapatla
Andhra Pradesh,Bapatla,4928,Bhattiprolu
Andhra Pradesh,Bapatla,4931,Cherukupalle
Andhra Pradesh,Bapatla,5460,Chinaganjam
Andhra Pradesh,Bapatla,5461,Chirala
Andhra Pradesh,Bapatla,5469,Inkollu
Andhra Pradesh,Bapatla,5473,Karamchedu
Andhra Pradesh,Bapatla,4942,Karlapalem
Andhra Pradesh,Bapatla,4944,Kollur
Andhra Pradesh,Bapatla,5484,Martur
Andhra Pradesh,Bapatla,4952,Nagaram
Andhra Pradesh,Bapatla,4955,Nizampatnam
Andhra Pradesh,Bapatla,5489,Parchur
Andhra Pradesh,Bapatla,4962,Pittalavanipalem
Andhra Pradesh,Bapatla,4967,Repalle
Andhra Pradesh,Bapatla,4975,Tsundur
Andhra Pradesh,Bapatla,4978,Vemuru
Andhra Pradesh,Bapatla,5505,Vetapalem
Andhra Pradesh,Bapatla,5507,Yddana Pudi
Andhra Pradesh,Chittoor,4750,Baireddipalle
Andhra Pradesh,Chittoor,4751,Bangarupalem
Andhra Pradesh,Chittoor,4755,Chittoor
Andhra Pradesh,Chittoor,4757,Gangadhara Nellore
Andhra Pradesh,Chittoor,4758,Gangavaram
Andhra Pradesh,Chittoor,4759,Gudipala
Andhra Pradesh,Chittoor,4760,Gudupalle
Andhra Pradesh,Chittoor,4762,Irala
Andhra Pradesh,Chittoor,4767,Karvetinagar
Andhra Pradesh,Chittoor,4768,Kuppam
Andhra Pradesh,Chittoor,4773,Nagari
Andhra Pradesh,Chittoor,4776,Nindra
Andhra Pradesh,Chittoor,4778,Palamaner
Andhra Pradesh,Chittoor,4779,Palasamudram
Andhra Pradesh,Chittoor,4781,Peddapanjani
Andhra Pradesh,Chittoor,4783,Penumuru
Andhra Pradesh,Chittoor,4786,Pulicherla H/O Reddivaripalle
Andhra Pradesh,Chittoor,4788,Puthalapattu
Andhra Pradesh,Chittoor,4791,Ramakuppam
Andhra Pradesh,Chittoor,4794,Rompicherla
Andhra Pradesh,Chittoor,4795,Santhipuram Ho Arimuthanapalle
Andhra Pradesh,Chittoor,4800,Srirangarajapuram
Andhra Pradesh,Chittoor,4802,Thavanampalle
Andhra Pradesh,Chittoor,4809,Vedurukuppam
Andhra Pradesh,Chittoor,4810,Venkatagirikota
Andhra Pradesh,Chittoor,4811,Vijayapuram
Andhra Pradesh,Chittoor,4812,Yadamari
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4866,Ainavilli
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4867,Alamuru
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4868,Allavaram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4869,Amalapuram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4870,Ambajipeta
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4872,Atreyapuram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4879,I. Polavaram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4886,Katrenikona
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4898,Pamarru
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4891,Kothapeta
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4892,Malikipuram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4893,Mamidikuduru
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4896,Mummidivaram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4897,P.Gannavaram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4906,Ramachandrapuram
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4909,Ravulapalem
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4911,Razole
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4912,Sakhinetipalle
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,4919,Uppalaguptam
Andhra Pradesh,East Godavari,4871,Anaparthy
Andhra Pradesh,East Godavari,4873,Biccavolu
Andhra Pradesh,East Godavari,5713,Chagallu
Andhra Pradesh,East Godavari,5716,Devarapalle
Andhra Pradesh,East Godavari,4877,Gokavaram
Andhra Pradesh,East Godavari,5721,Gopalapuram
Andhra Pradesh,East Godavari,4881,Kadiam
Andhra Pradesh,East Godavari,4884,Kapileswarapuram
Andhra Pradesh,East Godavari,4888,Korukonda
Andhra Pradesh,East Godavari,5727,Kovvur
Andhra Pradesh,East Godavari,4894,Mandapeta
Andhra Pradesh,East Godavari,5731,Nallajerla
Andhra Pradesh,East Godavari,5733,Nidadavole
Andhra Pradesh,East Godavari,5742,Peravali
Andhra Pradesh,East Godavari,4903,Rajahmundry Rural
Andhra Pradesh,East Godavari,6502,Rajahmundry Urban
Andhra Pradesh,East Godavari,4904,Rajanagaram
Andhra Pradesh,East Godavari,4908,Rangampeta
Andhra Pradesh,East Godavari,4910,Rayavaram
Andhra Pradesh,East Godavari,4915,Seethanagaram
Andhra Pradesh,East Godavari,5748,Thallapudi
Andhra Pradesh,East Godavari,5750,Undrajavaram
Andhra Pradesh,Eluru,5100,Agiripalli
Andhra Pradesh,Eluru,5710,Bhimadole
Andhra Pradesh,Eluru,5712,Buttayagudem
Andhra Pradesh,Eluru,5106,Chatrai
Andhra Pradesh,Eluru,5714,Chintalapudi
Andhra Pradesh,Eluru,5715,Denduluru
Andhra Pradesh,Eluru,5717,Dwarakatirumala
Andhra Pradesh,Eluru,5719,Eluru
Andhra Pradesh,Eluru,5723,Jangareddigudem
Andhra Pradesh,Eluru,5724,Jeelugumilli
Andhra Pradesh,Eluru,5116,Kaikalur
Andhra Pradesh,Eluru,5117,Kalidindi
Andhra Pradesh,Eluru,5726,Kamavarapukota
Andhra Pradesh,Eluru,5728,Koyyalagudem
Andhra Pradesh,Eluru,5075,Kukkunur
Andhra Pradesh,Eluru,5729,Lingapalem
Andhra Pradesh,Eluru,5123,Mandavalli
Andhra Pradesh,Eluru,5126,Mudinepalle
Andhra Pradesh,Eluru,5127,Musunuru
Andhra Pradesh,Eluru,5734,Nidamarru
Andhra Pradesh,Eluru,5132,Nuzvid
Andhra Pradesh,Eluru,5737,Pedapadu
Andhra Pradesh,Eluru,5738,Pedavegi
Andhra Pradesh,Eluru,5744,Polavaram
Andhra Pradesh,Eluru,5745,T.Narasapuram
Andhra Pradesh,Eluru,5751,Unguturu
Andhra Pradesh,Eluru,5092,Velairpad
Andhra Pradesh,Guntur,4930,Chebrole
Andhra Pradesh,Guntur,4934,Duggirala
Andhra Pradesh,Guntur,4937,Guntur
Andhra Pradesh,Guntur,4940,Kakumanu
Andhra Pradesh,Guntur,4943,Kollipara
Andhra Pradesh,Guntur,4948,Mangalagiri
Andhra Pradesh,Guntur,4949,Medikonduru
Andhra Pradesh,Guntur,4957,Pedakakani
Andhra Pradesh,Guntur,4959,Pedanandipadu
Andhra Pradesh,Guntur,4960,Phirangipuram
Andhra Pradesh,Guntur,4963,Ponnur
Andhra Pradesh,Guntur,4964,Prathipadu
Andhra Pradesh,Guntur,4971,Tadepalle
Andhra Pradesh,Guntur,4972,Tadikonda
Andhra Pradesh,Guntur,4973,Tenali
Andhra Pradesh,Guntur,4974,Thullur
Andhra Pradesh,Guntur,4976,Vatticherukuru
Andhra Pradesh,Kakinada,4875,Gandepalle
Andhra Pradesh,Kakinada,4878,Gollaprolu
Andhra Pradesh,Kakinada,4880,Jaggampeta
Andhra Pradesh,Kakinada,4882,Kajuluru
Andhra Pradesh,Kakinada,4883,Kakinada Rural
Andhra Pradesh,Kakinada,6503,Kakinada Urban
Andhra Pradesh,Kakinada,4885,Karapa
Andhra Pradesh,Kakinada,4887,Kirlampudi
Andhra Pradesh,Kakinada,4889,Kotananduru
Andhra Pradesh,Kakinada,4899,Pedapudi
Andhra Pradesh,Kakinada,4900,Peddapuram
Andhra Pradesh,Kakinada,4901,Pithapuram
Andhra Pradesh,Kakinada,4902,Prathipadu
Andhra Pradesh,Kakinada,6501,Routhulapudi
Andhra Pradesh,Kakinada,4913,Samalkota
Andhra Pradesh,Kakinada,4914,Sankhavaram
Andhra Pradesh,Kakinada,4916,Thallarevu
Andhra Pradesh,Kakinada,4917,Thondangi
Andhra Pradesh,Kakinada,4918,Tuni
Andhra Pradesh,Kakinada,4890,U.Kothapalle
Andhra Pradesh,Kakinada,4921,Yeleswaram
Andhra Pradesh,Krishna,5101,Avanigadda
Andhra Pradesh,Krishna,5102,Bantumilli
Andhra Pradesh,Krishna,5103,Bapulapadu
Andhra Pradesh,Krishna,5104,Challapalli
Andhra Pradesh,Krishna,5109,Gannavaram
Andhra Pradesh,Krishna,5110,Ghantasala
Andhra Pradesh,Krishna,5111,Gudivada
Andhra Pradesh,Krishna,5112,Gudlavalleru
Andhra Pradesh,Krishna,5113,Guduru
Andhra Pradesh,Krishna,5119,Kankipadu
Andhra Pradesh,Krishna,5120,Koduru
Andhra Pradesh,Krishna,5121,Kruttivennu
Andhra Pradesh,Krishna,5122,Machilipatnam
Andhra Pradesh,Krishna,5124,Mopidevi
Andhra Pradesh,Krishna,5125,Movva
Andhra Pradesh,Krishna,5129,Nagayalanka
Andhra Pradesh,Krishna,5131,Nandivada
Andhra Pradesh,Krishna,5133,Pamarru
Andhra Pradesh,Krishna,5134,Pamidimukkala
Andhra Pradesh,Krishna,5135,Pedana
Andhra Pradesh,Krishna,5136,Pedaparupudi
Andhra Pradesh,Krishna,5137,Penamaluru
Andhra Pradesh,Krishna,5140,Thotlavalluru
Andhra Pradesh,Krishna,5142,Unguturu
Andhra Pradesh,Krishna,5148,Vuyyuru
Andhra Pradesh,Kurnool,5149,Adoni
Andhra Pradesh,Kurnool,5151,Alur
Andhra Pradesh,Kurnool,5152,Aspari
Andhra Pradesh,Kurnool,5157,C.Belagal
Andhra Pradesh,Kurnool,5159,Chippagiri
Andhra Pradesh,Kurnool,5160,Devanakonda
Andhra Pradesh,Kurnool,5164,Gonegandla
Andhra Pradesh,Kurnool,5166,Gudur
Andhra Pradesh,Kurnool,5167,Halaharvi
Andhra Pradesh,Kurnool,5168,Holagunda
Andhra Pradesh,Kurnool,5170,Kallur
Andhra Pradesh,Kurnool,5171,Kodumur
Andhra Pradesh,Kurnool,5174,Kosigi
Andhra Pradesh,Kurnool,5176,Kowthalam
Andhra Pradesh,Kurnool,5177,Krishnagiri
Andhra Pradesh,Kurnool,5178,Kurnool
Andhra Pradesh,Kurnool,5179,Maddikera (East)
Andhra Pradesh,Kurnool,5181,Mantralayam
Andhra Pradesh,Kurnool,5183,Nandavaram
Andhra Pradesh,Kurnool,5186,Orvakal
Andhra Pradesh,Kurnool,5191,Pattikonda
Andhra Pradesh,Kurnool,5193,Peddakadabur
Andhra Pradesh,Kurnool,5198,Tuggali
Andhra Pradesh,Kurnool,5200,Veldurthi
Andhra Pradesh,Kurnool,5202,Yemmiganur
Andhra Pradesh,Markapuram,5455,Ardhaveedu
Andhra Pradesh,Markapuram,5457,Bestavaripeta
Andhra Pradesh,Markapuram,5458,Chandra Sekhara Puram
Andhra Pradesh,Markapuram,5462,Cumbum
Andhra Pradesh,Markapuram,5465,Dornala
Andhra Pradesh,Markapuram,5466,Giddaluru
Andhra Pradesh,Markapuram,5468,Hanumanthuni Padu
Andhra Pradesh,Markapuram,5472,Kanigiri
Andhra Pradesh,Markapuram,5474,Komarolu
Andhra Pradesh,Markapuram,5475,Konakanamittla
Andhra Pradesh,Markapuram,5482,Markapur
Andhra Pradesh,Markapuram,5488,Pamur
Andhra Pradesh,Markapuram,5491,Pedacherlo Palle
Andhra Pradesh,Markapuram,5490,Peda Araveedu
Andhra Pradesh,Markapuram,5492,Podili
Andhra Pradesh,Markapuram,5494,Pullalacheruvu
Andhra Pradesh,Markapuram,5495,Racherla
Andhra Pradesh,Markapuram,5500,Tarlupadu
Andhra Pradesh,Markapuram,5502,Tripuranthakam
Andhra Pradesh,Markapuram,5504,Veligandla
Andhra Pradesh,Markapuram,5508,Yerragondapalem
Andhra Pradesh,Nandyal,5150,Allagadda
Andhra Pradesh,Nandyal,5153,Atmakur
Andhra Pradesh,Nandyal,5154,Banaganapalle
Andhra Pradesh,Nandyal,5155,Bandi Atmakur
Andhra Pradesh,Nandyal,5156,Bethamcherla
Andhra Pradesh,Nandyal,5158,Chagalamarri
Andhra Pradesh,Nandyal,5161,Dhone Alias Dronachalam
Andhra Pradesh,Nandyal,5162,Dornipadu
Andhra Pradesh,Nandyal,5163,Gadivemula
Andhra Pradesh,Nandyal,5165,Gospadu
Andhra Pradesh,Nandyal,5169,Jupadu Bungalow
Andhra Pradesh,Nandyal,5172,Koilakuntla
Andhra Pradesh,Nandyal,5173,Kolimigundla
Andhra Pradesh,Nandyal,5175,Kothapalle
Andhra Pradesh,Nandyal,5180,Mahanandi
Andhra Pradesh,Nandyal,5182,Midthur
Andhra Pradesh,Nandyal,5184,Nandikotkur
Andhra Pradesh,Nandyal,5185,Nandyal
Andhra Pradesh,Nandyal,5187,Owk
Andhra Pradesh,Nandyal,5188,Pagidyala
Andhra Pradesh,Nandyal,5189,Pamulapadu
Andhra Pradesh,Nandyal,5190,Panyam
Andhra Pradesh,Nandyal,5192,Peapully
Andhra Pradesh,Nandyal,5194,Rudravaram
Andhra Pradesh,Nandyal,5195,Sanjamala
Andhra Pradesh,Nandyal,5196,Sirivel
Andhra Pradesh,Nandyal,5197,Srisailam
Andhra Pradesh,Nandyal,5199,Uyyalawada
Andhra Pradesh,Nandyal,5201,Velugodu
Andhra Pradesh,Ntr,5099,A.Konduru
Andhra Pradesh,Ntr,5105,Chandarlapadu
Andhra Pradesh,Ntr,5107,G.Konduru
Andhra Pradesh,Ntr,5108,Gampalagudem
Andhra Pradesh,Ntr,5114,Ibrahimpatnam
Andhra Pradesh,Ntr,5115,Jaggayyapeta
Andhra Pradesh,Ntr,5118,Kanchikacherla
Andhra Pradesh,Ntr,5128,Mylavaram
Andhra Pradesh,Ntr,5130,Nandigama
Andhra Pradesh,Ntr,5138,Penuganchiprolu
Andhra Pradesh,Ntr,5139,Reddigudem
Andhra Pradesh,Ntr,5141,Tiruvuru
Andhra Pradesh,Ntr,5143,Vatsavai
Andhra Pradesh,Ntr,5144,Veerullapadu
Andhra Pradesh,Ntr,5146,Vijayawada Urban
Andhra Pradesh,Ntr,5145,Vijayawada Rural
Andhra Pradesh,Ntr,5147,Vissannapet
Andhra Pradesh,Palnadu,4923,Amaravathi
Andhra Pradesh,Palnadu,4925,Atchempet
Andhra Pradesh,Palnadu,4927,Bellamkonda
Andhra Pradesh,Palnadu,4929,Bollapalle
Andhra Pradesh,Palnadu,4932,Chilakaluripet
Andhra Pradesh,Palnadu,4933,Dachepalle
Andhra Pradesh,Palnadu,4935,Durgi
Andhra Pradesh,Palnadu,4936,Edlapadu
Andhra Pradesh,Palnadu,4938,Gurazala
Andhra Pradesh,Palnadu,4939,Ipur
Andhra Pradesh,Palnadu,4941,Karempudi
Andhra Pradesh,Palnadu,4945,Krosuru
Andhra Pradesh,Palnadu,4946,Machavaram
Andhra Pradesh,Palnadu,4947,Macherla
Andhra Pradesh,Palnadu,4950,Muppalla
Andhra Pradesh,Palnadu,4951,Nadendla
Andhra Pradesh,Palnadu,4953,Narasaraopeta
Andhra Pradesh,Palnadu,4954,Nekarikallu
Andhra Pradesh,Palnadu,4956,Nuzendla
Andhra Pradesh,Palnadu,4958,Pedakurapadu
Andhra Pradesh,Palnadu,4961,Piduguralla
Andhra Pradesh,Palnadu,4965,Rajupalem
Andhra Pradesh,Palnadu,4966,Rentachintala
Andhra Pradesh,Palnadu,4968,Rompicherla
Andhra Pradesh,Palnadu,4969,Sattenapalle
Andhra Pradesh,Palnadu,4970,Savalyapuram
Andhra Pradesh,Palnadu,4977,Veldurthy
Andhra Pradesh,Palnadu,4979,Vinukonda
Andhra Pradesh,Parvathipuram Manyam,5624,Balijipeta
Andhra Pradesh,Parvathipuram Manyam,5544,Bhamini
Andhra Pradesh,Parvathipuram Manyam,5634,Garugubilli
Andhra Pradesh,Parvathipuram Manyam,5635,Gummalakshmipuram
Andhra Pradesh,Parvathipuram Manyam,5638,Jiyyammavalasa
Andhra Pradesh,Parvathipuram Manyam,5639,Komarada
Andhra Pradesh,Parvathipuram Manyam,5641,Kurupam
Andhra Pradesh,Parvathipuram Manyam,5643,Makkuva
Andhra Pradesh,Parvathipuram Manyam,5647,Pachipenta
Andhra Pradesh,Parvathipuram Manyam,5562,Palakonda
Andhra Pradesh,Parvathipuram Manyam,5648,Parvathipuram
Andhra Pradesh,Parvathipuram Manyam,5651,Salur
Andhra Pradesh,Parvathipuram Manyam,5574,Seethampeta
Andhra Pradesh,Parvathipuram Manyam,5652,Seethanagaram
Andhra Pradesh,Parvathipuram Manyam,5580,Veeraghattam
Andhra Pradesh,Polavaram,4865,Addateegala
Andhra Pradesh,Polavaram,5062,Chintoor
Andhra Pradesh,Polavaram,4874,Devipatnam
Andhra Pradesh,Polavaram,4876,Gangavaram
Andhra Pradesh,Polavaram,4920,Y. Ramavaram
Andhra Pradesh,Polavaram,5076,Kunavaram
Andhra Pradesh,Polavaram,4895,Maredumilli
Andhra Pradesh,Polavaram,4905,Rajavommangi
Andhra Pradesh,Polavaram,4907,Rampachodavaram
Andhra Pradesh,Polavaram,5091,Vararamachandrapuram
Andhra Pradesh,Polavaram,6829,Nellipaka
Andhra Pradesh,Prakasam,5454,Addanki
Andhra Pradesh,Prakasam,5456,Ballikurava
Andhra Pradesh,Prakasam,5459,Chimakurthi
Andhra Pradesh,Prakasam,5463,Darsi
Andhra Pradesh,Prakasam,5464,Donakonda
Andhra Pradesh,Prakasam,5467,Gudluru
Andhra Pradesh,Prakasam,5470,Janakavaram Ponguluru
Andhra Pradesh,Prakasam,5471,Kandukur
Andhra Pradesh,Prakasam,5476,Kondapi
Andhra Pradesh,Prakasam,5477,Korisapadu
Andhra Pradesh,Prakasam,5478,Kotha Patnam
Andhra Pradesh,Prakasam,5479,Kurichedu
Andhra Pradesh,Prakasam,5480,Lingasamudram
Andhra Pradesh,Prakasam,5481,Maddipadu
Andhra Pradesh,Prakasam,5483,Marripudi
Andhra Pradesh,Prakasam,5485,Mundlamuru
Andhra Pradesh,Prakasam,5486,Naguluppala Padu
Andhra Pradesh,Prakasam,5487,Ongole
Andhra Pradesh,Prakasam,5493,Ponnaluru
Andhra Pradesh,Prakasam,5496,Santhamaguluru
Andhra Pradesh,Prakasam,5497,Santhanuthala Padu
Andhra Pradesh,Prakasam,5498,Singarayakonda
Andhra Pradesh,Prakasam,5499,Tangutur
Andhra Pradesh,Prakasam,5501,Tallur
Andhra Pradesh,Prakasam,5503,Ulavapadu
Andhra Pradesh,Prakasam,5506,Voletivari Palem
Andhra Pradesh,Prakasam,5509,Zarugumilli
Andhra Pradesh,Srikakulam,5543,Amadalavalasa
Andhra Pradesh,Srikakulam,5545,Burja
Andhra Pradesh,Srikakulam,5546,Etcherla
Andhra Pradesh,Srikakulam,5547,Ganguvarisigadam
Andhra Pradesh,Srikakulam,5548,Gara
Andhra Pradesh,Srikakulam,5549,Hiramandalam
Andhra Pradesh,Srikakulam,5550,Ichapuram
Andhra Pradesh,Srikakulam,5551,Jalumuru
Andhra Pradesh,Srikakulam,5552,Kanchili
Andhra Pradesh,Srikakulam,5553,Kaviti
Andhra Pradesh,Srikakulam,5554,Kotabommili
Andhra Pradesh,Srikakulam,5555,Kotturu
Andhra Pradesh,Srikakulam,5557,Laveru
Andhra Pradesh,Srikakulam,5556,L.N Peta
Andhra Pradesh,Srikakulam,5558,Mandasa
Andhra Pradesh,Srikakulam,5559,Meliaputti
Andhra Pradesh,Srikakulam,5560,Nandigam
Andhra Pradesh,Srikakulam,5561,Narasannapeta
Andhra Pradesh,Srikakulam,5563,Palasa
Andhra Pradesh,Srikakulam,5564,Pathapatnam
Andhra Pradesh,Srikakulam,5565,Polaki
Andhra Pradesh,Srikakulam,5566,Ponduru
Andhra Pradesh,Srikakulam,5568,Ranastalam
Andhra Pradesh,Srikakulam,5570,Santhabommali
Andhra Pradesh,Srikakulam,5572,Saravakota
Andhra Pradesh,Srikakulam,5573,Sarubujjili
Andhra Pradesh,Srikakulam,5575,Sompeta
Andhra Pradesh,Srikakulam,5576,Srikakulam
Andhra Pradesh,Srikakulam,5577,Tekkali
Andhra Pradesh,Srikakulam,5578,Vajrapukotturu
Andhra Pradesh,Sri Potti Sriramulu Nellore,5372,Allur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5373,Ananthasagaram
Andhra Pradesh,Sri Potti Sriramulu Nellore,5374,Anumasamudrampeta
Andhra Pradesh,Sri Potti Sriramulu Nellore,5375,Atmakur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5377,Bogole
Andhra Pradesh,Sri Potti Sriramulu Nellore,5378,Butchireddipalem
Andhra Pradesh,Sri Potti Sriramulu Nellore,5379,Chejerla
Andhra Pradesh,Sri Potti Sriramulu Nellore,5380,Chillakur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5382,Dagadarthi
Andhra Pradesh,Sri Potti Sriramulu Nellore,5385,Duttalur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5386,Gudur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5387,Indukurpet
Andhra Pradesh,Sri Potti Sriramulu Nellore,5388,Jaladanki
Andhra Pradesh,Sri Potti Sriramulu Nellore,5389,Kaligiri
Andhra Pradesh,Sri Potti Sriramulu Nellore,5390,Kaluvoya
Andhra Pradesh,Sri Potti Sriramulu Nellore,5391,Kavali
Andhra Pradesh,Sri Potti Sriramulu Nellore,5392,Kodavalur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5393,Kondapuram
Andhra Pradesh,Sri Potti Sriramulu Nellore,5394,Kota
Andhra Pradesh,Sri Potti Sriramulu Nellore,5395,Kovur
Andhra Pradesh,Sri Potti Sriramulu Nellore,5396,Manubolu
